1	9	1178750526
1	21	1165506888
1	21	1197223661
2	16	1189385175
2	2055	1188266481
2	2055	1190872922
2	2058	1220801862
6	12	1185141288
6	1638	1178154395
6	1639	1183345523
6	1639	1199765556
6	2056	1196006510
6	2056	1228686244
6	13320	1220454322
6	13320	1220454350
6	13322	1228699793
9	9	1144597697
9	207	1225302806
9	634	1181926233
9	640	1231735215
9	641	1204912196
9	1491	1225379284
9	2295	1177689902
9	2412	1203633109
9	4626	1203608039
9	7156	1194571528
9	10686	1210189671
9	10686	1210720197
9	12375	1203607108
9	12375	1206462877
11	12	1140053499
12	11	1171827684
14	14	1209745268
14	21	1175653432
14	21	1206553591
14	132	1220289598
14	1928	1178290493
14	3663	1186953289
14	3732	1226526885
14	7576	1173944364
14	7743	1172507237
14	7743	1174062820
14	7743	1175315017
14	7743	1175713559
14	7743	1184967254
14	7743	1185154835
14	7743	1185155118
14	7743	1185418598
14	7743	1187034918
14	7743	1189038520
14	7743	1192061517
14	7743	1206848150
14	7743	1209069659
14	8127	1208232028
14	8129	1187581329
14	8695	1189090812
14	8695	1189091702
14	10884	1214164907
14	10916	1193889576
14	10916	1193976333
14	10936	1188441811
14	10947	1220293258
14	11268	1189047719
14	11268	1189048960
14	11268	1190321448
14	11268	1192988774
14	11268	1205687823
14	11273	1187397066
14	11273	1190169934
14	11680	1166495690
14	11680	1166496283
14	11680	1188673626
14	11680	1220281268
14	12970	1159760104
14	12970	1177564862
14	12997	1181520560
14	12997	1181524916
14	13008	1213495168
14	13008	1213512062
14	13008	1213561953
14	14685	1215413988
14	14916	1228166953
14	14916	1228181142
14	16561	1165473111
14	16561	1166071629
14	16561	1170481731
14	16561	1171335271
14	16561	1178238756
14	16561	1187331649
14	19062	1164017163
14	19062	1175650785
14	19574	1204574182
14	22288	1229736884
14	22288	1229925366
14	22345	1158011851
14	22345	1188577864
14	22345	1224167305
14	22345	1224190856
14	22345	1224190995
14	22663	1178684558
14	25988	1227366181
14	26138	1217270053
14	26853	1178554006
14	26928	1157796883
14	26943	1232473301
15	11	1209610818
15	12	1213489860
15	18	1231744588
15	320	1179177024
15	320	1203611063
15	1207	1177119821
15	1207	1177928991
15	1207	1203477491
15	1207	1209827778
15	1749	1157688555
15	1749	1177046830
15	1922	1177953250
15	1922	1210914814
15	1922	1230061119
15	1971	1209871525
15	1973	1162008854
15	1986	1157737352
15	1986	1164609001
15	1986	1166196844
15	1986	1178505058
15	1986	1182060765
15	1986	1202426193
15	1986	1209585605
15	1986	1221432951
15	1986	1222408981
15	1986	1222491473
15	1986	1226813194
15	1986	1229301975
15	1986	1229334302
15	3375	1202479186
15	3376	1166180349
15	5752	1182021786
15	16169	1172131205
